solved with: BinPacking Formulation
Problem not solved.

#####################################################

solved with: ThreeIndex Formulation
Problem not solved.

#####################################################

solved with: Constructive Heuristic (2Cap)
time limit: 10 s
time to solve: 0.92 s
objective value: 2515.0

stacks (top to bottom):
stack   0:    1 0 
stack   1:    2 3 
stack   2:    4 5 
stack   3:    7 6 
stack   4:    12 14 
stack   5:    23 24 
stack   6:    8 9 
stack   7:    13 131 
stack   8:    17 15 
stack   9:    10 11 
stack  10:    19 16 
stack  11:    21 22 
stack  12:    20 18 
stack  13:    30 27 
stack  14:    25 26 
stack  15:    31 28 
stack  16:    38 35 
stack  17:    33 29 
stack  18:    36 32 
stack  19:    37 34 
stack  20:    43 41 
stack  21:    44 45 
stack  22:    42 40 
stack  23:    46 47 
stack  24:    49 48 
stack  25:    50 51 
stack  26:    52 53 
stack  27:    54 55 
stack  28:    59 58 
stack  29:    56 57 
stack  30:    60 61 
stack  31:    62 63 
stack  32:    66 67 
stack  33:    65 64 
stack  34:    70 71 
stack  35:    68 69 
stack  36:    73 267 
stack  37:    72 179 
stack  38:    75 77 
stack  39:    74 76 
stack  40:    80 81 
stack  41:    78 79 
stack  42:    90 89 
stack  43:    82 83 
stack  44:    86 88 
stack  45:    85 84 
stack  46:    95 96 
stack  47:    91 92 
stack  48:    97 98 
stack  49:    99 100 
stack  50:    102 101 
stack  51:    110 111 
stack  52:    93 94 
stack  53:    107 105 
stack  54:    109 106 
stack  55:    112 113 
stack  56:    352 108 
stack  57:    103 104 
stack  58:    120 123 
stack  59:    114 116 
stack  60:    124 126 
stack  61:    117 121 
stack  62:    115 118 
stack  63:    119 122 
stack  64:    127 128 
stack  65:    144 143 
stack  66:    449 125 
stack  67:    185 129 
stack  68:    134 133 
stack  69:    132 130 
stack  70:    137 138 
stack  71:    135 136 
stack  72:    145 146 
stack  73:    139 140 
stack  74:    141 142 
stack  75:    147 148 
stack  76:    152 155 
stack  77:    149 207 
stack  78:    150 151 
stack  79:    154 157 
stack  80:    153 156 
stack  81:    161 158 
stack  82:    163 159 
stack  83:    165 162 
stack  84:    164 160 
stack  85:    166 167 
stack  86:    170 172 
stack  87:    169 168 
stack  88:    175 176 
stack  89:    173 174 
stack  90:    177 480 
stack  91:    178 182 
stack  92:    181 189 
stack  93:    180 184 
stack  94:    186 191 
stack  95:    187 183 
stack  96:    188 192 
stack  97:    198 200 
stack  98:    190 196 
stack  99:    193 197 
stack 100:    195 199 
stack 101:    204 205 
stack 102:    201 203 
stack 103:    206 210 
stack 104:    212 213 
stack 105:    399 202 
stack 106:    220 221 
stack 107:    208 211 
stack 108:    214 217 
stack 109:    218 219 
stack 110:    222 223 
stack 111:    224 225 
