solved with: BinPacking Formulation
Problem not solved.

#####################################################

solved with: ThreeIndex Formulation
Problem not solved.

#####################################################

solved with: Constructive Heuristic (2Cap)
time limit: 10 s
time to solve: 0,26 s
objective value: 2439.0

stacks (top to bottom):
stack   0:    4 5 
stack   1:    3 2 
stack   2:    6 7 
stack   3:    8 9 
stack   4:    0 1 
stack   5:    10 11 
stack   6:    13 12 
stack   7:    15 14 
stack   8:    22 23 
stack   9:    19 16 
stack  10:    20 17 
stack  11:    21 18 
stack  12:    24 25 
stack  13:    30 42 
stack  14:    26 29 
stack  15:    35 27 
stack  16:    37 34 
stack  17:    28 81 
stack  18:    38 39 
stack  19:    31 32 
stack  20:    36 33 
stack  21:    40 41 
stack  22:    44 45 
stack  23:    47 46 
stack  24:    52 51 
stack  25:    494 43 
stack  26:    48 50 
stack  27:    57 60 
stack  28:    56 59 
stack  29:    58 489 
stack  30:    53 54 
stack  31:    61 95 
stack  32:    106 62 
stack  33:    67 70 
stack  34:    79 80 
stack  35:    64 68 
stack  36:    63 66 
stack  37:    65 69 
stack  38:    71 72 
stack  39:    74 73 
stack  40:    75 76 
stack  41:    82 83 
stack  42:    84 85 
stack  43:    78 77 
stack  44:    86 88 
stack  45:    87 91 
stack  46:    90 94 
stack  47:    89 92 
stack  48:    93 133 
stack  49:    99 100 
stack  50:    96 476 
stack  51:    97 98 
stack  52:    112 110 
stack  53:    109 108 
stack  54:    103 104 
stack  55:    101 102 
stack  56:    115 114 
stack  57:    105 107 
stack  58:    113 111 
stack  59:    116 117 
stack  60:    119 118 
stack  61:    121 120 
stack  62:    122 123 
stack  63:    127 126 
stack  64:    128 129 
stack  65:    130 131 
stack  66:    124 125 
stack  67:    132 134 
stack  68:    137 138 
stack  69:    139 140 
stack  70:    136 135 
stack  71:    146 144 
stack  72:    155 153 
stack  73:    145 143 
stack  74:    150 151 
stack  75:    142 141 
stack  76:    147 149 
stack  77:    154 152 
stack  78:    148 379 
stack  79:    160 161 
stack  80:    157 156 
stack  81:    162 163 
stack  82:    158 159 
stack  83:    169 168 
stack  84:    166 167 
stack  85:    164 165 
stack  86:    171 170 
stack  87:    172 173 
stack  88:    176 177 
stack  89:    174 175 
stack  90:    182 183 
stack  91:    180 181 
stack  92:    185 184 
stack  93:    178 179 
stack  94:    186 187 
stack  95:    188 189 
stack  96:    190 191 
stack  97:    192 196 
stack  98:    195 193 
stack  99:    199 198 
stack 100:    200 201 
stack 101:    203 202 
stack 102:    212 211 
stack 103:    197 194 
stack 104:    207 205 
stack 105:    206 204 
stack 106:    216 215 
stack 107:    208 210 
stack 108:    219 220 
stack 109:    214 213 
stack 110:    217 218 
stack 111:    221 222 
