solved with: SP.mip_formulations.BinPackingFormulation
Problem not solved.

#####################################################

solved with: SP.mip_formulations.ThreeIndexFormulation
Problem not solved.

#####################################################

solved with: SP.constructive_heuristics.TwoCapHeuristic
time limit: 60 s
time to solve: 0,68 s
objective value: 2842.0

stacks (top to bottom):
stack   0:    2 4 
stack   1:    0 1 
stack   2:    3 5 
stack   3:    12 13 
stack   4:    8 6 
stack   5:    14 15 
stack   6:    10 7 
stack   7:    11 9 
stack   8:    16 17 
stack   9:    22 18 
stack  10:    23 19 
stack  11:    24 20 
stack  12:    584 21 
stack  13:    38 37 
stack  14:    25 253 
stack  15:    31 32 
stack  16:    29 30 
stack  17:    39 40 
stack  18:    35 36 
stack  19:    26 27 
stack  20:    34 33 
stack  21:    41 515 
stack  22:    77 42 
stack  23:    43 44 
stack  24:    45 46 
stack  25:    47 48 
stack  26:    52 532 
stack  27:    51 138 
stack  28:    50 49 
stack  29:    53 54 
stack  30:    55 56 
stack  31:    58 59 
stack  32:    60 61 
stack  33:    68 71 
stack  34:    63 62 
stack  35:    203 57 
stack  36:    66 64 
stack  37:    69 72 
stack  38:    67 65 
stack  39:    74 75 
stack  40:    70 73 
stack  41:    82 83 
stack  42:    388 76 
stack  43:    81 79 
stack  44:    89 90 
stack  45:    80 78 
stack  46:    85 441 
stack  47:    88 87 
stack  48:    91 92 
stack  49:    84 86 
stack  50:    485 93 
stack  51:    103 104 
stack  52:    96 95 
stack  53:    94 206 
stack  54:    97 98 
stack  55:    101 99 
stack  56:    105 106 
stack  57:    107 108 
stack  58:    102 100 
stack  59:    110 109 
stack  60:    112 116 
stack  61:    111 113 
stack  62:    118 119 
stack  63:    122 123 
stack  64:    114 117 
stack  65:    129 126 
stack  66:    303 115 
stack  67:    120 121 
stack  68:    127 124 
stack  69:    128 125 
stack  70:    134 135 
stack  71:    132 133 
stack  72:    143 222 
stack  73:    130 131 
stack  74:    146 507 
stack  75:    140 142 
stack  76:    355 151 
stack  77:    136 137 
stack  78:    153 198 
stack  79:    139 442 
stack  80:    147 148 
stack  81:    149 150 
stack  82:    236 154 
stack  83:    156 152 
stack  84:    157 599 
stack  85:    160 158 
stack  86:    192 159 
stack  87:    162 161 
stack  88:    164 165 
stack  89:    169 168 
stack  90:    170 171 
stack  91:    176 175 
stack  92:    166 167 
stack  93:    174 173 
stack  94:    177 178 
stack  95:    184 274 
stack  96:    180 179 
stack  97:    181 182 
stack  98:    187 186 
stack  99:    185 183 
stack 100:    193 194 
stack 101:    196 199 
stack 102:    189 188 
stack 103:    195 197 
stack 104:    191 190 
stack 105:    200 201 
stack 106:    204 208 
stack 107:    202 443 
stack 108:    205 209 
stack 109:    207 210 
stack 110:    212 211 
stack 111:    213 214 
stack 112:    217 218 
stack 113:    219 221 
stack 114:    215 216 
stack 115:    227 228 
stack 116:    417 224 
stack 117:    223 564 
stack 118:    225 226 
stack 119:    229 230 
stack 120:    233 234 
stack 121:    235 238 
stack 122:    231 232 
stack 123:    239 242 
stack 124:    240 243 
stack 125:    241 244 
stack 126:    247 248 
stack 127:    245 246 
stack 128:    251 252 
stack 129:    249 250 
stack 130:    348 254 
stack 131:    255 256 
stack 132:    261 262 
stack 133:    257 259 
stack 134:    258 260 
stack 135:    267 268 
stack 136:    263 264 
stack 137:    266 265 
stack 138:    271 270 
stack 139:    273 272 
stack 140:    277 278 
stack 141:    275 276 
stack 142:    283 282 
stack 143:    279 281 
stack 144:    287 286 
stack 145:    285 284 
stack 146:    289 288 
stack 147:    290 294 
stack 148:    291 295 
stack 149:    292 297 
stack 150:    329 298 
stack 151:    293 300 
stack 152:    304 305 
stack 153:    299 302 
stack 154:    296 301 
stack 155:    306 307 
stack 156:    311 308 
stack 157:    313 310 
stack 158:    312 309 
stack 159:    314 316 
stack 160:    317 319 
stack 161:    323 321 
stack 162:    315 318 
stack 163:    324 325 
stack 164:    322 320 
stack 165:    332 331 
stack 166:    330 328 
stack 167:    336 333 
stack 168:    327 326 
stack 169:    338 335 
stack 170:    339 337 
stack 171:    589 334 
stack 172:    351 352 
stack 173:    340 341 
stack 174:    590 346 
stack 175:    347 345 
stack 176:    342 344 
stack 177:    349 350 
stack 178:    362 359 
stack 179:    363 360 
stack 180:    508 354 
stack 181:    356 353 
stack 182:    364 361 
stack 183:    357 358 
stack 184:    366 365 
stack 185:    367 368 
stack 186:    375 376 
stack 187:    371 372 
stack 188:    369 370 
stack 189:    373 374 
stack 190:    377 379 
stack 191:    381 382 
stack 192:    385 386 
stack 193:    387 389 
stack 194:    393 394 
stack 195:    383 384 
stack 196:    397 398 
stack 197:    402 403 
stack 198:    378 380 
stack 199:    390 392 
stack 200:    400 399 
stack 201:    395 396 
